year,user_id,corridor,policy,contact_date,latent_ready,observed_intent,observed_balance,phase_window
2023,0,AMD,market_only,2023-01-13,False,False,False,False
2023,0,AMD,market_only,2023-01-24,False,False,True,True
2023,0,AMD,market_only,2023-01-31,False,False,False,True
2023,0,AMD,market_only,2023-02-04,False,False,True,False
2023,0,AMD,market_only,2023-02-11,False,False,True,False
2023,0,AMD,market_only,2023-02-17,False,False,True,False
2023,0,AMD,market_only,2023-02-23,False,False,False,False
2023,0,AMD,market_only,2023-03-04,False,False,True,False
2023,0,AMD,market_only,2023-03-11,False,False,True,False
2023,0,AMD,market_only,2023-03-17,False,False,True,False
2023,0,AMD,market_only,2023-03-23,False,False,True,True
2023,0,AMD,market_only,2023-03-29,True,False,True,True
2023,0,AMD,market_only,2023-04-04,True,False,True,True
2023,0,AMD,market_only,2023-04-14,False,False,False,False
2023,0,AMD,market_only,2023-04-20,False,False,True,True
2023,0,AMD,market_only,2023-04-26,False,False,False,True
2023,0,AMD,market_only,2023-05-03,True,False,True,True
2023,0,AMD,market_only,2023-05-12,False,False,True,False
2023,0,AMD,market_only,2023-05-26,False,False,False,True
2023,0,AMD,market_only,2023-06-03,False,False,True,False
2023,0,AMD,market_only,2023-06-09,False,False,False,True
2023,0,AMD,market_only,2023-06-16,False,False,True,True
2023,0,AMD,market_only,2023-06-23,False,False,False,True
2023,0,AMD,market_only,2023-06-29,False,True,True,True
2023,0,AMD,market_only,2023-07-06,False,False,True,True
2023,0,AMD,market_only,2023-07-14,False,False,False,True
2023,0,AMD,market_only,2023-07-20,True,True,True,True
2023,0,AMD,market_only,2023-07-26,False,False,False,False
2023,0,AMD,market_only,2023-08-01,True,True,True,False
2023,0,AMD,market_only,2023-08-05,False,False,False,True
2023,0,AMD,market_only,2023-08-25,False,False,True,True
2023,0,AMD,market_only,2023-08-31,False,False,False,True
2023,0,AMD,market_only,2023-09-06,False,False,False,False
2023,0,AMD,market_only,2023-09-15,False,False,True,True
2023,0,AMD,market_only,2023-09-23,True,False,True,True
2023,0,AMD,market_only,2023-09-29,False,False,True,True
2023,0,AMD,market_only,2023-10-24,True,True,True,False
2023,0,AMD,market_only,2023-10-28,False,False,True,True
2023,0,AMD,market_only,2023-11-10,False,False,False,True
2023,0,AMD,market_only,2023-11-16,False,False,False,False
2023,0,AMD,market_only,2023-11-22,False,False,False,False
2023,0,AMD,market_only,2023-11-28,False,False,False,False
2023,0,AMD,market_only,2023-12-02,False,False,False,True
2023,0,AMD,market_only,2023-12-09,True,True,True,True
2023,0,AMD,market_only,2023-12-15,False,False,False,False
2023,0,AMD,market_only,2023-12-21,False,False,False,False
2023,0,AMD,frequency_gate,2023-01-24,False,False,True,True
2023,0,AMD,frequency_gate,2023-01-31,False,False,False,True
2023,0,AMD,frequency_gate,2023-03-23,False,False,True,True
2023,0,AMD,frequency_gate,2023-03-29,True,False,True,True
2023,0,AMD,frequency_gate,2023-04-04,True,False,True,True
2023,0,AMD,frequency_gate,2023-04-20,False,False,True,True
2023,0,AMD,frequency_gate,2023-04-26,False,False,False,True
2023,0,AMD,frequency_gate,2023-05-03,True,False,True,True
2023,0,AMD,frequency_gate,2023-05-26,False,False,False,True
2023,0,AMD,frequency_gate,2023-06-09,False,False,False,True
2023,0,AMD,frequency_gate,2023-06-16,False,False,True,True
2023,0,AMD,frequency_gate,2023-06-23,False,False,False,True
2023,0,AMD,frequency_gate,2023-06-29,False,True,True,True
2023,0,AMD,frequency_gate,2023-07-06,False,False,True,True
2023,0,AMD,frequency_gate,2023-07-14,False,False,False,True
2023,0,AMD,frequency_gate,2023-07-20,True,True,True,True
2023,0,AMD,frequency_gate,2023-08-05,False,False,False,True
2023,0,AMD,frequency_gate,2023-08-25,False,False,True,True
2023,0,AMD,frequency_gate,2023-08-31,False,False,False,True
2023,0,AMD,frequency_gate,2023-09-15,False,False,True,True
2023,0,AMD,frequency_gate,2023-09-23,True,False,True,True
2023,0,AMD,frequency_gate,2023-09-29,False,False,True,True
2023,0,AMD,frequency_gate,2023-10-28,False,False,True,True
2023,0,AMD,frequency_gate,2023-11-10,False,False,False,True
2023,0,AMD,frequency_gate,2023-12-02,False,False,False,True
2023,0,AMD,frequency_gate,2023-12-09,True,True,True,True
2023,0,AMD,user_aware,2023-03-29,True,False,True,True
2023,0,AMD,user_aware,2023-04-04,True,False,True,True
2023,0,AMD,user_aware,2023-05-03,True,False,True,True
2023,0,AMD,user_aware,2023-08-01,True,True,True,False
2023,0,AMD,user_aware,2023-08-25,False,False,True,True
2023,0,AMD,user_aware,2023-09-15,False,False,True,True
2023,0,AMD,user_aware,2023-09-23,True,False,True,True
2023,0,AMD,user_aware,2023-09-29,False,False,True,True
2023,0,AMD,user_aware,2023-10-24,True,True,True,False
2023,0,AMD,user_aware,2023-10-28,False,False,True,True
2023,0,AMD,user_aware,2023-12-09,True,True,True,True
2023,0,AMD,matched_random_market,2023-01-13,False,False,False,False
2023,0,AMD,matched_random_market,2023-04-26,False,False,False,True
2023,0,AMD,matched_random_market,2023-05-03,True,False,True,True
2023,0,AMD,matched_random_market,2023-06-16,False,False,True,True
2023,0,AMD,matched_random_market,2023-07-14,False,False,False,True
2023,0,AMD,matched_random_market,2023-07-20,True,True,True,True
2023,0,AMD,matched_random_market,2023-09-29,False,False,True,True
2023,0,AMD,matched_random_market,2023-11-10,False,False,False,True
2023,0,AMD,matched_random_market,2023-11-28,False,False,False,False
2023,0,AMD,matched_random_market,2023-12-02,False,False,False,True
2023,0,AMD,matched_random_market,2023-12-09,True,True,True,True
2023,0,AMD,weekly_fixed,2023-01-10,True,False,True,True
2023,0,AMD,weekly_fixed,2023-01-17,True,True,True,True
2023,0,AMD,weekly_fixed,2023-01-24,False,False,True,True
2023,0,AMD,weekly_fixed,2023-01-31,False,False,False,True
2023,0,AMD,weekly_fixed,2023-02-07,True,True,True,True
2023,0,AMD,weekly_fixed,2023-02-14,False,True,False,True
2023,0,AMD,weekly_fixed,2023-02-21,True,True,True,True
2023,0,AMD,weekly_fixed,2023-02-28,True,False,True,True
2023,0,AMD,weekly_fixed,2023-03-07,False,False,True,True
2023,0,AMD,weekly_fixed,2023-03-14,True,False,True,True
2023,0,AMD,weekly_fixed,2023-03-21,True,True,True,True
2023,0,AMD,weekly_fixed,2023-03-28,True,True,True,True
2023,0,AMD,weekly_fixed,2023-04-04,True,False,True,True
2023,0,AMD,weekly_fixed,2023-04-11,True,True,True,True
2023,0,AMD,weekly_fixed,2023-04-18,False,False,False,True
2023,0,AMD,weekly_fixed,2023-04-25,False,False,True,True
2023,0,AMD,weekly_fixed,2023-05-03,True,False,True,True
2023,0,AMD,weekly_fixed,2023-05-11,False,False,False,True
2023,0,AMD,weekly_fixed,2023-05-16,True,True,True,False
2023,0,AMD,weekly_fixed,2023-05-23,True,True,True,False
2023,0,AMD,weekly_fixed,2023-05-30,False,False,False,False
2023,0,AMD,weekly_fixed,2023-06-06,True,True,True,False
2023,0,AMD,weekly_fixed,2023-06-14,False,False,False,True
2023,0,AMD,weekly_fixed,2023-06-20,False,False,False,False
2023,0,AMD,weekly_fixed,2023-06-27,False,False,False,False
2023,0,AMD,weekly_fixed,2023-07-04,False,False,True,False
2023,0,AMD,weekly_fixed,2023-07-11,False,False,True,False
2023,0,AMD,weekly_fixed,2023-07-18,True,False,True,False
2023,0,AMD,weekly_fixed,2023-07-25,False,False,False,False
2023,0,AMD,weekly_fixed,2023-08-01,True,True,True,False
2023,0,AMD,weekly_fixed,2023-08-08,False,False,True,False
2023,0,AMD,weekly_fixed,2023-08-15,True,True,True,False
2023,0,AMD,weekly_fixed,2023-08-22,False,False,False,False
2023,0,AMD,weekly_fixed,2023-08-29,True,True,True,False
2023,0,AMD,weekly_fixed,2023-09-05,True,True,True,False
2023,0,AMD,weekly_fixed,2023-09-12,False,True,False,False
2023,0,AMD,weekly_fixed,2023-09-19,True,True,True,False
2023,0,AMD,weekly_fixed,2023-09-26,False,False,True,False
2023,0,AMD,weekly_fixed,2023-10-03,False,False,False,False
2023,0,AMD,weekly_fixed,2023-10-10,False,False,False,False
2023,0,AMD,weekly_fixed,2023-10-17,True,True,False,False
2023,0,AMD,weekly_fixed,2023-10-24,True,True,True,False
2023,0,AMD,weekly_fixed,2023-10-31,False,False,False,False
2023,0,AMD,weekly_fixed,2023-11-08,True,False,True,False
2023,0,AMD,weekly_fixed,2023-11-14,True,True,True,False
2023,0,AMD,weekly_fixed,2023-11-21,True,False,True,False
2023,0,AMD,weekly_fixed,2023-11-28,False,False,False,False
2023,0,AMD,weekly_fixed,2023-12-05,True,True,True,False
2023,0,AMD,weekly_fixed,2023-12-12,False,False,False,False
2023,0,AMD,weekly_fixed,2023-12-19,False,False,False,False
2023,0,AMD,matched_calendar,2023-01-10,True,False,True,True
2023,0,AMD,matched_calendar,2023-02-11,False,False,True,False
2023,0,AMD,matched_calendar,2023-03-22,False,False,False,True
2023,0,AMD,matched_calendar,2023-04-25,False,False,True,True
2023,0,AMD,matched_calendar,2023-06-01,False,False,True,True
2023,0,AMD,matched_calendar,2023-07-06,False,False,True,True
2023,0,AMD,matched_calendar,2023-08-10,False,False,False,True
2023,0,AMD,matched_calendar,2023-09-13,False,False,False,False
2023,0,AMD,matched_calendar,2023-10-17,True,True,False,False
2023,0,AMD,matched_calendar,2023-11-21,True,False,True,False
2023,0,AMD,matched_calendar,2023-12-23,False,False,True,True
2023,1,KGS,market_only,2023-01-12,True,False,True,True
2023,1,KGS,market_only,2023-01-18,True,True,True,True
2023,1,KGS,market_only,2023-01-24,False,False,False,False
2023,1,KGS,market_only,2023-01-31,False,False,False,False
2023,1,KGS,market_only,2023-02-07,False,False,True,False
2023,1,KGS,market_only,2023-02-11,False,False,False,False
2023,1,KGS,market_only,2023-02-21,False,False,True,True
2023,1,KGS,market_only,2023-03-01,True,True,True,True
2023,1,KGS,market_only,2023-03-11,False,False,False,False
2023,1,KGS,market_only,2023-03-18,False,False,False,False
2023,1,KGS,market_only,2023-03-25,False,False,False,False
2023,1,KGS,market_only,2023-03-31,False,False,False,False
2023,1,KGS,market_only,2023-04-06,True,True,True,False
2023,1,KGS,market_only,2023-04-14,False,False,False,False
2023,1,KGS,market_only,2023-04-20,False,False,False,False
2023,1,KGS,market_only,2023-05-03,True,True,True,False
2023,1,KGS,market_only,2023-05-12,False,False,True,False
2023,1,KGS,market_only,2023-05-26,False,False,True,False
2023,1,KGS,market_only,2023-06-03,False,False,False,True
2023,1,KGS,market_only,2023-06-09,False,False,True,False
2023,1,KGS,market_only,2023-06-16,False,True,True,False
2023,1,KGS,market_only,2023-06-23,False,False,False,False
2023,1,KGS,market_only,2023-06-29,False,False,False,False
2023,1,KGS,market_only,2023-07-06,False,False,False,False
2023,1,KGS,market_only,2023-07-14,False,False,False,True
2023,1,KGS,market_only,2023-07-22,False,False,True,True
2023,1,KGS,market_only,2023-07-28,False,False,True,True
2023,1,KGS,market_only,2023-08-03,True,True,True,True
2023,1,KGS,market_only,2023-08-09,False,False,False,False
2023,1,KGS,market_only,2023-08-25,True,True,True,True
2023,1,KGS,market_only,2023-08-31,False,False,True,True
2023,1,KGS,market_only,2023-09-06,False,False,True,True
2023,1,KGS,market_only,2023-09-20,True,False,True,True
2023,1,KGS,market_only,2023-09-28,True,True,False,True
2023,1,KGS,market_only,2023-10-04,True,False,True,True
2023,1,KGS,market_only,2023-10-11,True,True,True,True
2023,1,KGS,market_only,2023-10-28,False,False,False,False
2023,1,KGS,market_only,2023-11-11,False,False,False,False
2023,1,KGS,market_only,2023-11-17,False,False,False,False
2023,1,KGS,market_only,2023-11-23,True,True,True,False
2023,1,KGS,market_only,2023-11-29,True,True,True,True
2023,1,KGS,market_only,2023-12-05,False,False,False,True
2023,1,KGS,market_only,2023-12-13,True,True,True,False
2023,1,KGS,market_only,2023-12-20,True,True,True,False
2023,1,KGS,frequency_gate,2023-01-12,True,False,True,True
2023,1,KGS,frequency_gate,2023-01-18,True,True,True,True
2023,1,KGS,frequency_gate,2023-02-21,False,False,True,True
2023,1,KGS,frequency_gate,2023-03-01,True,True,True,True
2023,1,KGS,frequency_gate,2023-06-03,False,False,False,True
2023,1,KGS,frequency_gate,2023-07-14,False,False,False,True
2023,1,KGS,frequency_gate,2023-07-22,False,False,True,True
2023,1,KGS,frequency_gate,2023-07-28,False,False,True,True
2023,1,KGS,frequency_gate,2023-08-03,True,True,True,True
2023,1,KGS,frequency_gate,2023-08-25,True,True,True,True
2023,1,KGS,frequency_gate,2023-08-31,False,False,True,True
