seed,year,user_id,segment,interval_days,estimated_interval,transfers,transfers_per_year,urgent_fraction,median_advance_window,amount_cv,readiness_day_fraction,intent_tpr,intent_fpr
4101,2023,0,frequent,7.0,7.108991545762512,50,52.478448275862064,0.22,2.0,0.3397949237756128,0.22126436781609196,0.6883116883116883,0.033210332103321034
4101,2023,1,frequent,7.0,6.7961909398829725,50,52.478448275862064,0.2,2.0,0.38196702943464744,0.23850574712643677,0.6867469879518072,0.011320754716981131
4101,2023,2,frequent,7.0,7.209585920614575,50,52.478448275862064,0.2,2.0,0.4218487173958201,0.23850574712643677,0.6626506024096386,0.018867924528301886
4101,2023,3,frequent,14.0,14.397892824408888,25,26.239224137931032,0.24,2.0,0.3257879240969437,0.10632183908045977,0.5405405405405406,0.03215434083601286
4101,2023,4,frequent,14.0,13.532442745628131,25,26.239224137931032,0.24,2.0,0.41982763420149066,0.11781609195402298,0.7073170731707317,0.026058631921824105
4101,2023,5,frequent,14.0,13.65993252445734,25,26.239224137931032,0.28,2.0,0.3593869665897817,0.10919540229885058,0.6052631578947368,0.025806451612903226
4101,2023,6,frequent,14.0,14.404775596404917,25,26.239224137931032,0.12,2.0,0.38421103329487183,0.11781609195402298,0.7560975609756098,0.029315960912052116
4101,2023,7,frequent,7.0,6.799973992059801,49,51.428879310344826,0.16326530612244897,2.0,0.5034309594069912,0.2413793103448276,0.6904761904761905,0.026515151515151516
4101,2023,8,frequent,7.0,7.252892543250925,50,52.478448275862064,0.24,2.0,0.3623828547079717,0.20689655172413793,0.6666666666666666,0.03260869565217391
4101,2023,9,frequent,14.0,13.806924317464432,25,26.239224137931032,0.2,2.0,0.4932849200762862,0.11206896551724138,0.717948717948718,0.02912621359223301
4101,2023,10,frequent,14.0,14.935991661241445,25,26.239224137931032,0.2,2.0,0.4013798470519674,0.11206896551724138,0.7692307692307693,0.012944983818770227
4101,2023,11,frequent,7.0,6.943356325661746,49,51.428879310344826,0.22448979591836735,2.0,0.3467293776048136,0.22126436781609196,0.7012987012987013,0.02952029520295203
4101,2023,12,frequent,7.0,6.925741455212142,50,52.478448275862064,0.22,2.0,0.4027824844630799,0.21551724137931033,0.7866666666666666,0.040293040293040296
4101,2023,13,frequent,7.0,6.983598340865509,49,51.428879310344826,0.14285714285714285,2.0,0.408298079732315,0.23563218390804597,0.7195121951219512,0.03759398496240601
4101,2023,14,frequent,7.0,7.170925210621995,50,52.478448275862064,0.2,2.0,0.4735407528312757,0.22988505747126436,0.6875,0.029850746268656716
