TRADEDATE,OPEN,LOW,HIGH,CLOSE,NUMTRADES,WAPRICE,OPEN_RUB_PER_UNIT,LOW_RUB_PER_UNIT,HIGH_RUB_PER_UNIT,CLOSE_RUB_PER_UNIT,WAPRICE_RUB_PER_UNIT
2023-01-31,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-02-01,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-02-02,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-02-03,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-02-06,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-02-07,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-02-08,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-02-09,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-02-10,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-02-13,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-02-14,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-02-15,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-02-16,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-02-17,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-02-20,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-02-21,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-02-22,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-02-24,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-02-27,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-02-28,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-03-01,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-03-02,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-03-03,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-03-06,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-03-07,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-03-09,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-03-10,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-03-13,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-03-14,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-03-15,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-03-16,87.87,87.87,88.0,88.0,6,87.8757,0.8787,0.8787,0.88,0.88,0.8787569999999999
2023-03-17,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-03-20,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-03-21,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-03-22,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-03-23,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-03-24,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-03-27,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-03-28,88.0,67.7725,90.0,90.0,4,82.6652,0.88,0.6777249999999999,0.9,0.9,0.8266519999999999
2023-03-29,101.375,101.375,101.375,101.375,4,101.375,1.01375,1.01375,1.01375,1.01375,1.01375
2023-03-30,0.0,0.0,0.0,0.0,0,,0.0,0.0,0.0,0.0,
2023-03-31,90.0,90.0,108.0,107.0,4,103.8,0.9,0.9,1.08,1.07,1.038
2023-04-03,80.3125,80.3125,130.0,130.0,9,106.4295,0.803125,0.803125,1.3,1.3,1.064295
2023-04-04,130.5175,120.0,130.5175,120.0,2,125.2588,1.3051750000000002,1.2,1.3051750000000002,1.2,1.252588
2023-04-05,111.0,90.5,118.0,108.0,36,100.8764,1.11,0.905,1.18,1.08,1.008764
2023-04-06,117.0,90.0025,120.0,103.3,99,101.9168,1.17,0.900025,1.2,1.033,1.0191679999999999
2023-04-07,100.005,100.005,118.0,115.9975,65,111.0548,1.0000499999999999,1.0000499999999999,1.18,1.159975,1.110548
2023-04-10,117.0,97.0,117.0,106.0,147,102.2891,1.17,0.97,1.17,1.06,1.022891
2023-04-11,110.0,92.17,110.0,96.2025,317,101.1076,1.1,0.9217,1.1,0.962025,1.011076
2023-04-12,103.0,96.2,103.0,100.8975,50,99.1567,1.03,0.9620000000000001,1.03,1.008975,0.991567
2023-04-13,100.9975,92.0,100.9975,99.66,87,96.0747,1.009975,0.92,1.009975,0.9965999999999999,0.960747
2023-04-14,78.5025,78.5025,98.2,98.1975,84,96.4317,0.785025,0.785025,0.982,0.981975,0.9643170000000001
2023-04-17,74.6525,74.6525,98.18,94.0,111,94.7921,0.746525,0.746525,0.9818000000000001,0.94,0.947921
2023-04-18,92.0025,92.0,94.835,93.98,66,93.4114,0.920025,0.92,0.9483499999999999,0.9398000000000001,0.934114
2023-04-19,92.3,92.3,101.0,95.0,43,94.0992,0.9229999999999999,0.9229999999999999,1.01,0.95,0.9409919999999999
2023-04-20,92.11,92.11,95.9975,95.9925,29,93.9572,0.9211,0.9211,0.959975,0.959925,0.939572
2023-04-21,95.9,92.6025,96.5,95.5,29,95.6081,0.9590000000000001,0.9260250000000001,0.965,0.955,0.956081
2023-04-24,76.1225,76.1225,109.925,93.025,43,95.4663,0.761225,0.761225,1.09925,0.93025,0.954663
2023-04-25,92.945,76.1575,96.9975,95.0,37,93.2715,0.9294499999999999,0.761575,0.969975,0.95,0.9327150000000001
2023-04-26,96.0,92.1,96.0,94.1,20,93.7439,0.96,0.9209999999999999,0.96,0.941,0.9374389999999999
2023-04-27,90.55,78.79,99.995,93.9475,51,93.6466,0.9055,0.7879,0.99995,0.9394750000000001,0.936466
2023-04-28,99.0,91.3,102.9975,95.0,56,95.5062,0.99,0.9129999999999999,1.029975,0.95,0.9550620000000001
2023-05-02,99.0,86.865,99.025,93.95,63,93.4466,0.99,0.8686499999999999,0.9902500000000001,0.9395,0.934466
2023-05-03,102.5,89.1075,102.5,96.0,106,92.3391,1.025,0.8910750000000001,1.025,0.96,0.9233910000000001
2023-05-04,101.9975,87.0025,101.9975,91.0,65,91.667,1.019975,0.8700249999999999,1.019975,0.91,0.91667
2023-05-05,96.8,87.5,99.7475,94.0,84,92.564,0.968,0.875,0.997475,0.94,0.9256399999999999
2023-05-08,97.895,87.0025,97.895,93.4975,85,90.2229,0.97895,0.8700249999999999,0.97895,0.934975,0.902229
2023-05-10,93.4975,88.0,101.875,91.5,141,91.5123,0.934975,0.88,1.01875,0.915,0.9151229999999999
2023-05-11,97.9975,88.0,97.9975,91.4975,71,89.1116,0.979975,0.88,0.979975,0.914975,0.8911159999999999
2023-05-12,94.0,86.01,94.0,89.98,92,88.0665,0.94,0.8601000000000001,0.94,0.8998,0.880665
2023-05-15,95.75,82.0825,95.75,89.985,195,88.8613,0.9575,0.8208249999999999,0.9575,0.89985,0.888613
2023-05-16,94.0,86.5525,97.0,90.8375,48,89.9332,0.94,0.865525,0.97,0.908375,0.899332
2023-05-17,83.32,83.32,92.3375,88.15,85,90.6505,0.8331999999999999,0.8331999999999999,0.9233750000000001,0.8815000000000001,0.9065049999999999
2023-05-18,88.1525,87.16,90.9275,90.9275,8,88.8636,0.881525,0.8715999999999999,0.9092749999999999,0.9092749999999999,0.8886360000000001
2023-05-19,90.9275,86.0775,95.0,94.0,55,93.2237,0.9092749999999999,0.860775,0.95,0.94,0.932237
2023-05-22,90.0,90.0,98.9975,91.9975,9,97.412,0.9,0.9,0.989975,0.919975,0.9741200000000001
2023-05-23,90.0075,90.0075,96.8975,93.955,26,90.1516,0.900075,0.900075,0.9689749999999999,0.93955,0.901516
2023-05-24,93.95,90.21,94.915,91.9675,21,91.7171,0.9395,0.9020999999999999,0.94915,0.919675,0.9171710000000001
2023-05-25,96.2575,90.22,96.2575,91.5,15,93.7088,0.962575,0.9022,0.962575,0.915,0.9370879999999999
2023-05-26,88.0025,88.0025,94.9975,91.9575,17,91.9341,0.880025,0.880025,0.949975,0.9195749999999999,0.919341
2023-05-29,94.715,86.84,94.715,90.9975,29,89.0375,0.94715,0.8684000000000001,0.94715,0.909975,0.8903749999999999
2023-05-30,94.7,85.0025,94.7,91.3775,47,87.0149,0.9470000000000001,0.850025,0.9470000000000001,0.913775,0.870149
2023-05-31,85.6925,85.6925,91.2975,90.7975,17,89.5075,0.8569249999999999,0.8569249999999999,0.912975,0.907975,0.895075
2023-06-01,85.76,85.76,94.0,91.9975,54,92.545,0.8576,0.8576,0.94,0.919975,0.92545
2023-06-02,86.005,86.005,94.0,91.5,11,89.8475,0.86005,0.86005,0.94,0.915,0.8984749999999999
2023-06-05,89.0025,89.0025,92.995,89.2,9,89.8432,0.890025,0.890025,0.92995,0.892,0.898432
2023-06-06,88.02,88.02,91.8975,90.995,16,89.6288,0.8802,0.8802,0.918975,0.90995,0.896288
2023-06-07,93.95,88.0675,93.95,91.995,9,89.5986,0.9395,0.880675,0.9395,0.91995,0.8959860000000001
2023-06-08,91.995,89.0025,91.995,89.0025,4,90.5922,0.91995,0.890025,0.91995,0.890025,0.905922
2023-06-09,88.025,88.025,91.9475,89.0525,19,89.2734,0.8802500000000001,0.8802500000000001,0.919475,0.8905249999999999,0.8927339999999999
2023-06-13,85.0,85.0,93.0,92.65,29,90.9619,0.85,0.85,0.93,0.9265000000000001,0.909619
2023-06-14,89.0525,89.0525,92.6,91.0,10,90.9129,0.8905249999999999,0.8905249999999999,0.9259999999999999,0.91,0.909129
2023-06-15,88.0,88.0,96.9475,92.0,45,94.1783,0.88,0.88,0.9694750000000001,0.92,0.9417829999999999
2023-06-16,89.01,89.01,96.0,90.0,50,93.066,0.8901,0.8901,0.96,0.9,0.93066
2023-06-19,90.0,90.0,98.0,96.0,36,95.5383,0.9,0.9,0.98,0.96,0.9553830000000001
2023-06-20,90.75,90.75,97.9775,96.0,28,95.7849,0.9075,0.9075,0.9797750000000001,0.96,0.957849
2023-06-21,98.0,92.3,98.0,94.0,17,94.2682,0.98,0.9229999999999999,0.98,0.94,0.9426819999999999
2023-06-22,97.5,94.0,97.5,97.4875,18,95.6365,0.975,0.94,0.975,0.9748749999999999,0.956365
2023-06-23,96.1025,94.0,97.2975,94.0,6,95.9481,0.961025,0.94,0.972975,0.94,0.9594809999999999
2023-06-26,94.0,90.2325,105.0,102.9975,40,98.4128,0.94,0.902325,1.05,1.029975,0.984128
2023-06-27,120.0,97.005,120.0,101.995,28,101.1285,1.2,0.97005,1.2,1.0199500000000001,1.011285
2023-06-28,98.5675,97.315,109.9475,99.0025,14,100.9004,0.985675,0.97315,1.099475,0.9900249999999999,1.009004
2023-06-29,99.0025,98.335,108.42,99.9975,32,99.8147,0.9900249999999999,0.98335,1.0842,0.9999750000000001,0.998147
2023-06-30,98.0025,98.0025,119.0,105.0,44,107.9837,0.9800249999999999,0.9800249999999999,1.19,1.05,1.079837
2023-07-03,117.0,98.005,117.0,104.995,28,104.7141,1.17,0.98005,1.17,1.04995,1.047141
2023-07-04,104.975,104.975,110.0,110.0,24,108.6625,1.04975,1.04975,1.1,1.1,1.086625
2023-07-05,104.3275,104.3275,116.0,110.0,32,112.3647,1.043275,1.043275,1.16,1.1,1.123647
2023-07-06,102.98,102.98,115.995,109.9575,50,107.1565,1.0298,1.0298,1.15995,1.099575,1.0715649999999999
2023-07-07,110.0,103.0175,112.0,106.505,39,106.5956,1.1,1.030175,1.12,1.06505,1.0659560000000001
2023-07-10,105.0,101.025,109.98,107.6,34,104.5233,1.05,1.01025,1.0998,1.0759999999999998,1.045233
2023-07-11,103.0,103.0,109.8875,106.995,20,104.3247,1.03,1.03,1.098875,1.06995,1.043247
2023-07-12,109.0,103.03,109.0,107.39,12,106.8766,1.09,1.0303,1.09,1.0739,1.0687659999999999
2023-07-13,108.0,103.1,109.325,103.2325,26,105.6621,1.08,1.031,1.09325,1.032325,1.056621
2023-07-14,106.9875,103.3025,106.9875,104.5,17,104.228,1.069875,1.0330249999999999,1.069875,1.045,1.0422799999999999
2023-07-17,101.01,101.01,107.0,106.4925,20,105.1803,1.0101,1.0101,1.07,1.0649250000000001,1.051803
2023-07-18,101.02,101.02,108.9725,107.9525,16,103.7082,1.0102,1.0102,1.089725,1.079525,1.037082
2023-07-19,102.0025,101.0,106.8,106.79,15,102.3312,1.020025,1.01,1.068,1.0679,1.023312
2023-07-20,107.9975,90.0175,107.9975,103.4975,34,101.9453,1.0799750000000001,0.900175,1.0799750000000001,1.034975,1.019453
2023-07-21,107.5,100.0,107.5,103.4875,9,103.26,1.075,1.0,1.075,1.034875,1.0326
2023-07-24,106.975,98.5025,106.975,104.6775,27,102.8562,1.06975,0.9850249999999999,1.06975,1.046775,1.028562
2023-07-25,106.5,102.0025,106.5,104.95,22,103.9311,1.065,1.020025,1.065,1.0495,1.039311
2023-07-26,105.9975,102.005,105.9975,105.1,16,103.9958,1.0599750000000001,1.02005,1.0599750000000001,1.051,1.039958
2023-07-27,102.0025,93.0175,104.99,104.8075,25,102.6986,1.020025,0.930175,1.0499,1.048075,1.026986
2023-07-28,100.01,100.0,105.95,105.95,28,104.1925,1.0001,1.0,1.0595,1.0595,1.041925
2023-07-31,100.0,100.0,107.5,106.2,27,105.4411,1.0,1.0,1.075,1.062,1.054411
2023-08-01,107.4,100.2,107.4,106.8725,15,104.2717,1.074,1.002,1.074,1.068725,1.042717
2023-08-02,106.0,105.0425,107.975,107.0,13,106.9921,1.06,1.050425,1.07975,1.07,1.069921
2023-08-03,101.6,101.6,108.2,107.95,22,105.1782,1.016,1.016,1.082,1.0795000000000001,1.051782
2023-08-04,102.0,102.0,108.855,107.9,39,107.9206,1.02,1.02,1.0885500000000001,1.079,1.0792059999999999
2023-08-07,115.0,95.0,132.35,109.32,86,110.3641,1.15,0.95,1.3235,1.0932,1.1036409999999999
2023-08-08,102.0,102.0,132.35,109.0,53,112.4545,1.02,1.02,1.3235,1.09,1.124545
2023-08-09,109.5,109.0025,121.4,110.1425,39,113.9404,1.095,1.090025,1.214,1.1014249999999999,1.1394039999999999
2023-08-10,117.0,111.0325,117.9975,112.1275,36,115.1217,1.17,1.110325,1.179975,1.121275,1.151217
2023-08-11,117.0,111.0025,119.525,118.875,50,116.8381,1.17,1.110025,1.1952500000000001,1.18875,1.168381
2023-08-14,118.875,112.3,121.425,118.885,40,116.8647,1.18875,1.123,1.21425,1.18885,1.168647
2023-08-15,120.0,113.0,125.0,119.9975,33,116.9142,1.2,1.13,1.25,1.199975,1.169142
2023-08-16,121.0,114.0475,121.0,118.07,24,117.2499,1.21,1.140475,1.21,1.1806999999999999,1.172499
2023-08-17,115.0,108.0025,119.945,117.97,25,113.5193,1.15,1.080025,1.19945,1.1797,1.1351930000000001
2023-08-18,117.0,105.11,117.0,105.51,27,107.9461,1.17,1.0511,1.17,1.0551000000000001,1.079461
2023-08-21,117.0,106.0025,117.0,106.1025,12,111.1513,1.17,1.060025,1.17,1.061025,1.111513
2023-08-22,113.98,107.0,113.98,113.5175,15,108.9793,1.1398000000000001,1.07,1.1398000000000001,1.135175,1.089793
2023-08-23,107.025,107.0025,107.99,107.0025,18,107.9875,1.0702500000000001,1.070025,1.0798999999999999,1.070025,1.079875
2023-08-24,111.39,107.5,111.39,107.5025,14,110.0102,1.1139000000000001,1.075,1.1139000000000001,1.075025,1.100102
2023-08-25,109.7725,107.0025,113.0,111.5675,44,109.8224,1.0977249999999998,1.070025,1.13,1.115675,1.098224
2023-08-28,107.0025,102.0,112.0,107.87,31,108.3672,1.070025,1.02,1.12,1.0787,1.083672
2023-08-29,110.6,107.0,115.5,107.0075,52,110.6049,1.1059999999999999,1.07,1.155,1.0700749999999999,1.106049
2023-08-30,115.0,108.0,115.0,109.2,27,109.6516,1.15,1.08,1.15,1.092,1.096516
2023-08-31,107.005,107.0025,110.95,108.0025,10,108.7823,1.07005,1.070025,1.1095,1.080025,1.087823
2023-09-01,103.005,103.005,115.3,108.0,17,107.3925,1.03005,1.03005,1.153,1.08,1.073925
2023-09-04,114.9,108.1,114.9,108.2,18,108.3952,1.149,1.081,1.149,1.082,1.083952
2023-09-05,107.0,105.815,112.0,107.0,15,107.5796,1.07,1.05815,1.12,1.07,1.075796
2023-09-06,107.2,106.5025,110.9975,110.4,22,107.5928,1.072,1.0650249999999999,1.109975,1.104,1.075928
2023-09-07,111.0,105.0125,114.9975,106.5675,31,111.7693,1.11,1.050125,1.149975,1.065675,1.117693
2023-09-08,114.0,107.0025,114.0,113.5,23,113.1777,1.14,1.070025,1.14,1.135,1.131777
2023-09-11,106.82,106.82,115.0,107.2525,15,112.3148,1.0682,1.0682,1.15,1.072525,1.123148
2023-09-12,113.0,107.2525,113.0,112.0,19,111.3132,1.13,1.072525,1.13,1.12,1.113132
2023-09-13,114.0,107.0,114.0,111.0,10,109.7581,1.14,1.07,1.14,1.11,1.097581
2023-09-14,107.7025,107.5,113.4975,108.0025,16,107.9217,1.077025,1.075,1.134975,1.080025,1.079217
2023-09-15,109.29,107.3125,110.0,109.5,10,109.2602,1.0929,1.073125,1.1,1.095,1.092602
2023-09-18,112.0,107.0,112.0,107.305,9,108.1647,1.12,1.07,1.12,1.07305,1.081647
2023-09-19,109.5525,107.1,110.95,107.1,10,107.3627,1.0955249999999999,1.071,1.1095,1.071,1.073627
2023-09-20,111.0,107.0,111.5,107.2,9,108.7528,1.11,1.07,1.115,1.072,1.0875279999999998
2023-09-21,119.0,107.5,119.0,107.54,18,110.3778,1.19,1.075,1.19,1.0754000000000001,1.103778
2023-09-22,107.0,107.0,110.4,110.4,8,108.1115,1.07,1.07,1.104,1.104,1.081115
2023-09-25,111.0,95.225,111.0,110.3,21,106.7482,1.11,0.9522499999999999,1.11,1.103,1.067482
2023-09-26,108.0,108.0,108.0,108.0,1,108.0,1.08,1.08,1.08,1.08,1.08
2023-09-27,104.0,104.0,109.9,107.0025,5,105.781,1.04,1.04,1.099,1.070025,1.0578100000000001
2023-09-28,109.4,107.0,109.4,107.005,19,107.8003,1.094,1.07,1.094,1.07005,1.0780029999999998
2023-09-29,103.105,103.105,110.8,109.5,13,108.0386,1.03105,1.03105,1.1079999999999999,1.095,1.080386
2023-10-02,110.8,104.0,110.81,106.2,31,109.8583,1.1079999999999999,1.04,1.1081,1.062,1.098583
2023-10-03,107.32,107.32,114.0,112.4975,33,112.3998,1.0732,1.0732,1.14,1.124975,1.123998
2023-10-04,112.0,108.2,115.0,113.9975,18,111.0046,1.12,1.082,1.15,1.139975,1.1100459999999999
2023-10-05,108.2,108.2,113.9975,108.5,21,110.0914,1.082,1.082,1.139975,1.085,1.100914
2023-10-06,113.9,109.1025,113.9,112.985,14,111.76,1.139,1.0910250000000001,1.139,1.12985,1.1176000000000001
2023-10-09,113.7475,110.0,113.7475,113.0,9,112.1963,1.137475,1.1,1.137475,1.13,1.121963
2023-10-10,113.75,109.0025,113.75,113.6075,17,113.2461,1.1375,1.090025,1.1375,1.136075,1.132461
2023-10-11,114.0,109.5,114.0,111.55,19,112.57,1.14,1.095,1.14,1.1155,1.1257
2023-10-12,115.7775,108.0025,115.7775,113.0,14,112.1108,1.157775,1.080025,1.157775,1.13,1.121108
2023-10-13,107.1025,107.1025,112.0,108.505,9,110.3958,1.0710250000000001,1.0710250000000001,1.12,1.0850499999999998,1.103958
2023-10-16,112.0,106.6,112.0,111.11,11,109.8663,1.12,1.0659999999999998,1.12,1.1111,1.098663
2023-10-17,108.5,106.0,109.9975,109.9975,25,107.7694,1.085,1.06,1.099975,1.099975,1.0776940000000002
2023-10-18,100.0,100.0,110.95,107.205,8,107.0005,1.0,1.0,1.1095,1.07205,1.070005
2023-10-19,110.6475,106.025,110.6475,110.445,11,109.3742,1.1064749999999999,1.0602500000000001,1.1064749999999999,1.10445,1.093742
2023-10-20,109.9975,107.0025,109.9975,108.8,11,109.4965,1.099975,1.070025,1.099975,1.088,1.094965
2023-10-23,107.53,105.0,109.0,105.0025,16,107.0194,1.0753,1.05,1.09,1.050025,1.070194
2023-10-24,105.5,105.005,107.9,107.8,8,106.8508,1.055,1.05005,1.079,1.078,1.068508
2023-10-25,96.285,96.285,106.3,105.89,12,104.3614,0.96285,0.96285,1.063,1.0589,1.043614
2023-10-26,111.2475,105.0,111.2475,105.0025,6,107.3122,1.112475,1.05,1.112475,1.050025,1.0731220000000001
2023-10-27,108.97,107.0,108.97,107.0,3,107.394,1.0897,1.07,1.0897,1.07,1.0739400000000001
2023-10-30,109.9,105.0025,109.9,107.2,11,107.4948,1.099,1.050025,1.099,1.072,1.074948
2023-10-31,103.0025,103.0,107.8,103.0,6,104.9213,1.030025,1.03,1.078,1.03,1.049213
2023-11-01,100.0,100.0,107.0,103.0,4,103.0,1.0,1.0,1.07,1.03,1.03
2023-11-02,106.0,104.4,106.0,104.4,5,104.6003,1.06,1.044,1.06,1.044,1.046003
2023-11-03,100.0,100.0,101.5,101.5,4,101.4565,1.0,1.0,1.015,1.015,1.0145650000000002
2023-11-06,111.5,100.2,111.5,101.0025,16,103.5734,1.115,1.002,1.115,1.010025,1.0357340000000002
2023-11-07,101.5025,96.025,105.9575,99.0,10,100.7967,1.015025,0.96025,1.059575,0.99,1.007967
2023-11-08,100.0,100.0,105.0,105.0,6,102.7143,1.0,1.0,1.05,1.05,1.027143
2023-11-09,96.2025,96.2025,100.0025,100.0025,2,98.1025,0.962025,0.962025,1.000025,1.000025,0.981025
2023-11-10,111.5,96.205,111.5,102.9,23,103.1001,1.115,0.96205,1.115,1.0290000000000001,1.031001
